time_day,hour,generation_pv,consumption,surplus,grid consumption,use_power_pv1,use_power_grid1,battery_stat1,en_battery_grid1,en_battery_pv1,en_dump1
23.0,23.0,0.0,8108.954681705984,0.0,8108.954681705984,0.0,8108.954681705984,1500.0,0.0,0.0,0.0
24.0,24.0,0.0,5105.638132925989,0.0,5105.638132925989,0.0,5105.638132925989,1500.0,0.0,0.0,0.0
1.0,25.0,0.0,4354.80899573099,0.0,4354.80899573099,0.0,4354.80899573099,1500.0,0.0,0.0,0.0
2.0,26.0,0.0,3140.968557265743,0.0,3140.968557265743,0.0,3140.968557265743,1500.0,0.0,0.0,0.0
3.0,27.0,0.0,3003.316548779994,0.0,3003.316548779994,0.0,4403.316548779994,2900.0,1400.0,0.0,0.0
4.0,28.0,0.0,2665.443437042245,0.0,2665.443437042245,0.0,4065.443437042245,4300.0,1400.0,0.0,0.0
5.0,29.0,0.0,2765.553988668244,0.0,2765.553988668244,0.0,0.0,34.446011331755926,0.0,0.0,0.0
6.0,30.0,0.0,2740.526350761744,0.0,2740.526350761744,0.0,2740.526350761744,34.446011331755926,0.0,0.0,0.0
7.0,31.0,0.0,3078.399462499493,0.0,3078.399462499493,0.0,3078.399462499493,34.446011331755926,0.0,0.0,0.0
8.0,32.0,0.0,3328.675841564493,0.0,3328.675841564493,0.0,3328.675841564493,34.446011331755926,0.0,0.0,0.0
9.0,33.0,547.4107172352,5718.815261635238,0.0,2981.761675459238,547.4107172352,5171.4045444000385,34.446011331755926,0.0,0.0,0.0
10.0,34.0,1160.9632699392002,4279.726082011491,0.0,0.0,1160.9632699392002,3118.76281207229,34.446011331755926,0.0,0.0,0.0
11.0,35.0,1619.5377364992003,3366.217298424243,0.0,0.0,1619.5377364992003,1746.6795619250427,34.446011331755926,0.0,0.0,0.0
